complaint_id,category,complaint_text,area,date_reported,priority,status,clean_text,tokens
611,Drainage,Choked stormwater drain in K.K. Nagar Cross Street floods during light rain.,K.K. Nagar,2025-11-14,High,In Progress,choked stormwater drain kk nagar cross street floods light rain,"['choked', 'stormwater', 'drain', 'kk', 'nagar', 'cross', 'street', 'floods', 'light', 'rain']"
612,Water Supply,No water supply in Golden Rock Lake Road for the past 2 days.,Golden Rock,2025-04-27,Low,In Progress,water supply golden rock lake road past days,"['water', 'supply', 'golden', 'rock', 'lake', 'road', 'past', 'days']"
613,Road Damage,Newly laid road in Edamalaipatti Pudur is already cracking within a few months.,Edamalaipatti Pudur,2026-05-03,Low,In Progress,newly laid road edamalaipatti pudur already cracking within months,"['newly', 'laid', 'road', 'edamalaipatti', 'pudur', 'already', 'cracking', 'within', 'months']"
616,Water Supply,"Irregular water supply timing in Ariyamangalam, water comes only for 10 minutes.",Ariyamangalam,2025-09-14,High,Resolved,irregular water supply timing ariyamangalam water comes minutes,"['irregular', 'water', 'supply', 'timing', 'ariyamangalam', 'water', 'comes', 'minutes']"
617,Electricity,Power has not been restored in Thiruverumbur since yesterday's outage.,Thiruverumbur,2025-10-06,Low,Pending,power restored thiruverumbur since yesterdays outage,"['power', 'restored', 'thiruverumbur', 'since', 'yesterdays', 'outage']"
618,Water Supply,Pipeline leakage near Gandhi Nagar Main Road is wasting a large amount of water daily.,Gandhi Nagar,2025-11-29,Low,In Progress,pipeline leakage near gandhi nagar main road wasting large amount water daily,"['pipeline', 'leakage', 'near', 'gandhi', 'nagar', 'main', 'road', 'wasting', 'large', 'amount', 'water', 'daily']"
619,Drainage,Blocked drainage near Ariyamangalam is causing mosquito breeding and bad odour.,Ariyamangalam,2026-01-06,Medium,Resolved,blocked drainage near ariyamangalam causing mosquito breeding bad odour,"['blocked', 'drainage', 'near', 'ariyamangalam', 'causing', 'mosquito', 'breeding', 'bad', 'odour']"
620,Road Damage,Deep crack across the road in Ponmalai is widening every day.,Ponmalai,2025-05-14,High,In Progress,deep crack across road ponmalai widening every day,"['deep', 'crack', 'across', 'road', 'ponmalai', 'widening', 'every', 'day']"
622,Road Damage,Uneven road surface on Vayalur Road Market Street makes it difficult for vehicles to pass.,Vayalur Road,2025-01-30,High,Resolved,uneven road surface vayalur road market street makes difficult vehicles pass,"['uneven', 'road', 'surface', 'vayalur', 'road', 'market', 'street', 'makes', 'difficult', 'vehicles', 'pass']"
623,Road Damage,Waterlogged potholes on Kattur Main Road are damaging vehicle tyres.,Kattur,2025-11-13,High,Resolved,waterlogged potholes kattur main road damaging vehicle tyres,"['waterlogged', 'potholes', 'kattur', 'main', 'road', 'damaging', 'vehicle', 'tyres']"
624,Drainage,"Drainage cover is missing on Gandhi Nagar 2nd Street, risk of accidents.",Gandhi Nagar,2025-10-07,High,In Progress,drainage cover missing gandhi nagar nd street risk accidents,"['drainage', 'cover', 'missing', 'gandhi', 'nagar', 'nd', 'street', 'risk', 'accidents']"
625,Street Light,Broken street light glass in Melapudur Colony Road is scattered on the footpath.,Melapudur,2026-05-02,Low,In Progress,broken street light glass melapudur colony road scattered footpath,"['broken', 'street', 'light', 'glass', 'melapudur', 'colony', 'road', 'scattered', 'footpath']"
626,Water Supply,Water tanker has not arrived in Edamalaipatti Pudur despite booking three days ago.,Edamalaipatti Pudur,2025-12-02,High,Pending,water tanker arrived edamalaipatti pudur despite booking three days ago,"['water', 'tanker', 'arrived', 'edamalaipatti', 'pudur', 'despite', 'booking', 'three', 'days', 'ago']"
628,Electricity,Power has not been restored in Melapudur since yesterday's outage.,Melapudur,2025-07-12,Medium,Resolved,power restored melapudur since yesterdays outage,"['power', 'restored', 'melapudur', 'since', 'yesterdays', 'outage']"
629,Garbage,The garbage truck has skipped our street (Srirangam Cross Street) for three days in a row.,Srirangam,2026-03-18,Medium,In Progress,garbage truck skipped street srirangam cross street three days row,"['garbage', 'truck', 'skipped', 'street', 'srirangam', 'cross', 'street', 'three', 'days', 'row']"
630,Street Light,Entire stretch of Palpannai Main Road is dark at night due to non-functional lights.,Palpannai,2025-03-12,Medium,Pending,entire stretch palpannai main road dark night due nonfunctional lights,"['entire', 'stretch', 'palpannai', 'main', 'road', 'dark', 'night', 'due', 'nonfunctional', 'lights']"
632,Street Light,"No streetlight coverage on Golden Rock Lake Road, unsafe for women at night.",Golden Rock,2026-05-18,Medium,Pending,streetlight coverage golden rock lake road unsafe women night,"['streetlight', 'coverage', 'golden', 'rock', 'lake', 'road', 'unsafe', 'women', 'night']"
635,Road Damage,Uneven road surface on Woraiyur 3rd Street makes it difficult for vehicles to pass.,Woraiyur,2025-03-02,High,In Progress,uneven road surface woraiyur rd street makes difficult vehicles pass,"['uneven', 'road', 'surface', 'woraiyur', 'rd', 'street', 'makes', 'difficult', 'vehicles', 'pass']"
636,Garbage,Overflowing garbage bin near Crawford Colony Road is attracting stray dogs and flies.,Crawford,2025-09-03,Low,Pending,overflowing garbage bin near crawford colony road attracting stray dogs flies,"['overflowing', 'garbage', 'bin', 'near', 'crawford', 'colony', 'road', 'attracting', 'stray', 'dogs', 'flies']"
637,Water Supply,Pipeline leakage near Kattur Colony Road is wasting a large amount of water daily.,Kattur,2026-03-26,Low,In Progress,pipeline leakage near kattur colony road wasting large amount water daily,"['pipeline', 'leakage', 'near', 'kattur', 'colony', 'road', 'wasting', 'large', 'amount', 'water', 'daily']"
638,Drainage,Drainage cleaning has not been done in Thiruverumbur Main Road for months.,Thiruverumbur,2025-01-30,Low,Pending,drainage cleaning done thiruverumbur main road months,"['drainage', 'cleaning', 'done', 'thiruverumbur', 'main', 'road', 'months']"
639,Street Light,Street light near Edamalaipatti Pudur park has been off since last month.,Edamalaipatti Pudur,2025-08-19,Medium,Resolved,street light near edamalaipatti pudur park since last month,"['street', 'light', 'near', 'edamalaipatti', 'pudur', 'park', 'since', 'last', 'month']"
640,Electricity,Street junction box in Srirangam is open with live wires exposed.,Srirangam,2025-08-19,Low,In Progress,street junction box srirangam open live wires exposed,"['street', 'junction', 'box', 'srirangam', 'open', 'live', 'wires', 'exposed']"
643,Road Damage,Road near Srirangam junction has completely eroded after recent rains.,Srirangam,2026-01-12,Medium,Pending,road near srirangam junction completely eroded recent rains,"['road', 'near', 'srirangam', 'junction', 'completely', 'eroded', 'recent', 'rains']"
644,Water Supply,No water supply in Palpannai Lake Road for the past 2 days.,Palpannai,2026-02-28,Low,Pending,water supply palpannai lake road past days,"['water', 'supply', 'palpannai', 'lake', 'road', 'past', 'days']"
645,Water Supply,Pipeline leakage near Palpannai Cross Street is wasting a large amount of water daily.,Palpannai,2026-04-11,Medium,Resolved,pipeline leakage near palpannai cross street wasting large amount water daily,"['pipeline', 'leakage', 'near', 'palpannai', 'cross', 'street', 'wasting', 'large', 'amount', 'water', 'daily']"
646,Electricity,Transformer near Melapudur 3rd Street is making loud noise and sparking.,Melapudur,2025-08-15,High,Pending,transformer near melapudur rd street making loud noise sparking,"['transformer', 'near', 'melapudur', 'rd', 'street', 'making', 'loud', 'noise', 'sparking']"
648,Electricity,Frequent power cuts in Ariyamangalam Main Road for the past week without prior notice.,Ariyamangalam,2026-04-13,Low,In Progress,frequent power cuts ariyamangalam main road past week without prior notice,"['frequent', 'power', 'cuts', 'ariyamangalam', 'main', 'road', 'past', 'week', 'without', 'prior', 'notice']"
649,Street Light,"No streetlight coverage on Kattur 2nd Street, unsafe for women at night.",Kattur,2025-11-17,High,In Progress,streetlight coverage kattur nd street unsafe women night,"['streetlight', 'coverage', 'kattur', 'nd', 'street', 'unsafe', 'women', 'night']"
650,Drainage,"Drainage cover is missing on Woraiyur 2nd Street, risk of accidents.",Woraiyur,2026-06-25,Medium,Pending,drainage cover missing woraiyur nd street risk accidents,"['drainage', 'cover', 'missing', 'woraiyur', 'nd', 'street', 'risk', 'accidents']"
651,Street Light,Entire stretch of Bharathi Nagar Lake Road is dark at night due to non-functional lights.,Bharathi Nagar,2025-10-14,High,Resolved,entire stretch bharathi nagar lake road dark night due nonfunctional lights,"['entire', 'stretch', 'bharathi', 'nagar', 'lake', 'road', 'dark', 'night', 'due', 'nonfunctional', 'lights']"
652,Garbage,Household waste is being dumped on the roadside in Vayalur Road instead of the bin.,Vayalur Road,2025-07-03,High,In Progress,household waste dumped roadside vayalur road instead bin,"['household', 'waste', 'dumped', 'roadside', 'vayalur', 'road', 'instead', 'bin']"
653,Road Damage,Waterlogged potholes on Kattur 2nd Street are damaging vehicle tyres.,Kattur,2025-11-01,High,Resolved,waterlogged potholes kattur nd street damaging vehicle tyres,"['waterlogged', 'potholes', 'kattur', 'nd', 'street', 'damaging', 'vehicle', 'tyres']"
654,Water Supply,Water tanker has not arrived in Thillai Nagar despite booking three days ago.,Thillai Nagar,2025-04-15,High,In Progress,water tanker arrived thillai nagar despite booking three days ago,"['water', 'tanker', 'arrived', 'thillai', 'nagar', 'despite', 'booking', 'three', 'days', 'ago']"
655,Drainage,Blocked drainage near Bharathi Nagar is causing mosquito breeding and bad odour.,Bharathi Nagar,2026-06-10,High,Resolved,blocked drainage near bharathi nagar causing mosquito breeding bad odour,"['blocked', 'drainage', 'near', 'bharathi', 'nagar', 'causing', 'mosquito', 'breeding', 'bad', 'odour']"
657,Electricity,Repeated tripping of power supply in Edamalaipatti Pudur disrupts daily work.,Edamalaipatti Pudur,2025-04-10,Low,Pending,repeated tripping power supply edamalaipatti pudur disrupts daily work,"['repeated', 'tripping', 'power', 'supply', 'edamalaipatti', 'pudur', 'disrupts', 'daily', 'work']"
658,Electricity,Power has not been restored in Kattur since yesterday's outage.,Kattur,2025-04-17,Medium,Pending,power restored kattur since yesterdays outage,"['power', 'restored', 'kattur', 'since', 'yesterdays', 'outage']"
659,Electricity,Power has not been restored in Woraiyur since yesterday's outage.,Woraiyur,2025-11-12,Medium,In Progress,power restored woraiyur since yesterdays outage,"['power', 'restored', 'woraiyur', 'since', 'yesterdays', 'outage']"
660,Street Light,"No streetlight coverage on Ponmalai Main Road, unsafe for women at night.",Ponmalai,2025-09-25,High,In Progress,streetlight coverage ponmalai main road unsafe women night,"['streetlight', 'coverage', 'ponmalai', 'main', 'road', 'unsafe', 'women', 'night']"
